,actors,awards,box_office,country,director,dvd,genre,imdb_id,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,ratings,released,response,runtime,title,total_seasons,type,website,writer,year
207,"Leslie Nielsen, Steven Eckholdt, Robyn Lively, Max Morrow",3 nominations.,N/A,USA,William Dear,N/A,"Comedy, Fantasy",tt0251382,5.2,"1,386",English,N/A,Santa suffers a case of amnesia on the eve of his busiest season.,https://m.media-amazon.com/images/M/MV5BMTkxMDY0ODU1NV5BMl5BanBnXkFtZTcwNjAyMjMyMQ@@._V1_SX300.jpg,Walt Disney Productions,N/A,"[{'source': 'Internet Movie Database', 'value': '5.2/10'}, {'source': 'Rotten Tomatoes', 'value': '27%'}]",19 Nov 2000,True,92 min,Santa Who?,,movie,N/A,"Debra Frank (teleplay), Steve L. Hayes (teleplay), Chad Hoffman (unpublished story), Robert Schwartz (unpublished story)",2000
208,"Tobin Bell, Costas Mandylor, Betsy Russell, Cary Elwes",3 nominations.,N/A,"Canada, USA",Kevin Greutert,N/A,"Horror, Mystery",tt1477076,5.6,"89,201",English,24,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",https://m.media-amazon.com/images/M/MV5BMjI0NTEwNTgwNF5BMl5BanBnXkFtZTcwMDM5MTU5Mw@@._V1_SX300.jpg,Twisted Pictures,R,"[{'source': 'Internet Movie Database', 'value': '5.6/10'}, {'source': 'Rotten Tomatoes', 'value': '10%'}, {'source': 'Metacritic', 'value': '24/100'}]",29 Oct 2010,True,90 min,Saw: The Final Chapter,,movie,N/A,"Patrick Melton, Marcus Dunstan",2010
209,"Tobin Bell, Shawnee Smith, Donnie Wahlberg, Erik Knudsen",4 wins & 8 nominations.,N/A,"Canada, USA",Darren Lynn Bousman,N/A,"Horror, Mystery",tt0432348,6.6,"231,022",English,40,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.,https://m.media-amazon.com/images/M/MV5BMjY4Mjg4YTgtZWU2MC00MzVlLTg3MDgtYzUyYzU1NGMyMmU5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Twisted Pictures,R,"[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '37%'}, {'source': 'Metacritic', 'value': '40/100'}]",28 Oct 2005,True,93 min,Saw II,,movie,N/A,"Leigh Whannell, Darren Lynn Bousman",2005
210,"Tobin Bell, Shawnee Smith, Angus Macfadyen, Bahar Soomekh",1 win & 5 nominations.,N/A,"Canada, USA",Darren Lynn Bousman,N/A,"Horror, Mystery, Thriller",tt0489270,6.2,"176,785",English,48,Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.,https://m.media-amazon.com/images/M/MV5BNWVjMzgwMTctZmZjNC00ZmE0LThiNTUtYzkyM2RkYWIzY2Y2XkEyXkFqcGdeQXVyNjEyNDAyMzI@._V1_SX300.jpg,"Lionsgate Films, Twisted Pictures",R,"[{'source': 'Internet Movie Database', 'value': '6.2/10'}, {'source': 'Rotten Tomatoes', 'value': '28%'}, {'source': 'Metacritic', 'value': '48/100'}]",27 Oct 2006,True,108 min,Saw III,,movie,N/A,"Leigh Whannell (story), James Wan (story), Leigh Whannell (screenplay)",2006
211,"Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell",2 wins & 6 nominations.,N/A,"Canada, USA",Darren Lynn Bousman,N/A,"Horror, Mystery, Thriller",tt0890870,5.9,"138,822",English,36,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",https://m.media-amazon.com/images/M/MV5BNjc0NjUyNzg3MF5BMl5BanBnXkFtZTYwODMxOTM3._V1_SX300.jpg,Twisted Pictures,R,"[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '19%'}, {'source': 'Metacritic', 'value': '36/100'}]",26 Oct 2007,True,93 min,Saw IV,,movie,N/A,"Patrick Melton (screenplay), Marcus Dunstan (screenplay), Patrick Melton (story), Marcus Dunstan (story), Thomas Fenton (story)",2007
212,"Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell",1 win & 1 nomination.,N/A,"Canada, USA",David Hackl,N/A,"Horror, Mystery",tt1132626,5.8,"113,884",English,20,"Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",https://m.media-amazon.com/images/M/MV5BMzc2ZWQ4YTYtZDY0Zi00YzkxLTgxNTMtMTE3MDE3NzQyNjc2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,Twisted Pictures,R,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}, {'source': 'Rotten Tomatoes', 'value': '13%'}, {'source': 'Metacritic', 'value': '20/100'}]",24 Oct 2008,True,92 min,Saw V,,movie,N/A,"Patrick Melton (screenplay), Marcus Dunstan (screenplay)",2008
213,"Tobin Bell, Costas Mandylor, Mark Rolston, Betsy Russell",2 nominations.,N/A,"Canada, USA, Australia",Kevin Greutert,N/A,"Horror, Mystery",tt1233227,6.0,"100,398",English,30,"Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by Jigsaw.",https://m.media-amazon.com/images/M/MV5BMTU0NDA3MTM4M15BMl5BanBnXkFtZTcwOTY4Njg3Mg@@._V1_SX300.jpg,Twisted Pictures,R,"[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '39%'}, {'source': 'Metacritic', 'value': '30/100'}]",23 Oct 2009,True,90 min,Saw VI,,movie,N/A,"Patrick Melton (screenplay), Marcus Dunstan (screenplay)",2009
214,"Jennifer O'Neill, Stephen Lack, Patrick McGoohan, Lawrence Dane",3 wins & 9 nominations.,N/A,Canada,David Cronenberg,N/A,"Horror, Sci-Fi, Thriller",tt0081455,6.8,"47,730",English,60,A scientist sends a man with extraordinary psychic powers to hunt others like him.,https://m.media-amazon.com/images/M/MV5BMjQwNDE0MDM0NV5BMl5BanBnXkFtZTgwOTU0ODgwNzE@._V1_SX300.jpg,Filmplan,R,"[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '70%'}, {'source': 'Metacritic', 'value': '60/100'}]",14 Jan 1981,True,103 min,Scanners,,movie,N/A,David Cronenberg,1981
215,"Zoe Margaret Colletti, Michael Garza, Gabriel Rush, Austin Abrams",4 wins & 5 nominations.,N/A,"USA, Canada, Hong Kong",André Øvredal,N/A,"Adventure, Horror, Mystery, Thriller",tt3387520,6.2,"58,421",English,61,"On Halloween 1968, Stella and her two friends meet a mysterious drifter, Ramón, and uncover a sinister notebook of stories.",https://m.media-amazon.com/images/M/MV5BMmI1MGE0ODMtYWRlZC00ZDUxLWIyNGItYjgyNzhhMTRlOTI2XkEyXkFqcGdeQXVyOTQ5MTIwMjM@._V1_SX300.jpg,"Les Films Séville, CBS Films, Entertainment One, Double Dare You",PG-13,"[{'source': 'Internet Movie Database', 'value': '6.2/10'}, {'source': 'Rotten Tomatoes', 'value': '78%'}, {'source': 'Metacritic', 'value': '61/100'}]",09 Aug 2019,True,108 min,Scary Stories to Tell in the Dark,,movie,N/A,"Dan Hageman (screenplay by), Kevin Hageman (screenplay by), Guillermo del Toro (screen story by), Patrick Melton (screen story by), Marcus Dunstan (screen story by), Alvin Schwartz (based on the series by)",2019
216,"Michael Cera, Kieran Culkin, Anna Kendrick, Alison Pill",17 wins & 64 nominations.,N/A,"USA, UK, Canada, Japan",Edgar Wright,N/A,"Action, Comedy, Fantasy, Romance",tt0446029,7.5,"371,975",English,69,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,https://m.media-amazon.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_SX300.jpg,"Marc Platt Productions, Big Talk",PG-13,"[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '82%'}, {'source': 'Metacritic', 'value': '69/100'}]",13 Aug 2010,True,112 min,Scott Pilgrim vs. the World,,movie,N/A,"Michael Bacall (screenplay), Edgar Wright (screenplay), Bryan Lee O'Malley (Oni Press graphic novels)",2010
217,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan",2 nominations.,N/A,USA,Clark Johnson,N/A,"Action, Crime, Thriller",tt0443632,6.1,"47,469",English,49,A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.,https://m.media-amazon.com/images/M/MV5BMTQ4OTcyODc1N15BMl5BanBnXkFtZTcwNDE0MjYzMQ@@._V1_SX300.jpg,"New Regency Pictures, 20th Century Fox, Further Films, Regency Enterprises",PG-13,"[{'source': 'Internet Movie Database', 'value': '6.1/10'}, {'source': 'Rotten Tomatoes', 'value': '35%'}, {'source': 'Metacritic', 'value': '49/100'}]",21 Apr 2006,True,108 min,The Sentinel,,movie,N/A,"George Nolfi (screenplay), Gerald Petievich (novel)",2006
218,"John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan",3 nominations.,N/A,"USA, Canada",Peter Chelsom,N/A,"Comedy, Romance",tt0240890,6.9,"102,509","English, French",52,"A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.",https://m.media-amazon.com/images/M/MV5BNWFhZTc4NDEtNDA0MS00NmFiLWFlNzUtMDM0NTExNjc3NzZhXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,"Tapestry Films, Simon Fields Productions",PG-13,"[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '58%'}, {'source': 'Metacritic', 'value': '52/100'}]",05 Oct 2001,True,90 min,Serendipity,,movie,N/A,Marc Klein,2001
219,"Caroll Spinney, Jim Henson, Frank Oz, Richard Hunt",1 nomination.,N/A,USA,Ken Kwapis,N/A,"Adventure, Comedy, Family, Music",tt0089994,6.8,"4,622","English, American Sign Language",59,"Big Bird is sent to live far from Sesame Street by a pesky social worker named Miss Finch. Unhappy, he runs away from there, prompting the rest of the Sesame Street gang to go on a cross-country journey to find him.",https://m.media-amazon.com/images/M/MV5BNWNiYzY5MjAtZTdlZC00ODFhLWIwZDEtZTdlZmU3NTc2OGZlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"Warner Brothers, Children&#39;s Television Workshop (CTW)",G,"[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '59/100'}]",02 Aug 1985,True,88 min,Follow That Bird,,movie,N/A,"Tony Geiss, Judy Freudberg",1985
220,"Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer",21 nominations.,N/A,"USA, Canada",David F. Sandberg,N/A,"Action, Adventure, Comedy, Fantasy",tt0448115,7.1,"244,525","English, Spanish",71,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,https://m.media-amazon.com/images/M/MV5BOWZhZjE4NGQtODg5Ni00MjQ1LWJmMzAtNzQ2N2M1NzYzMDJkXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,"Mad Ghost Productions, DC Entertainment, Seven Bucks Productions, Safran Company",PG-13,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '71/100'}]",05 Apr 2019,True,132 min,Shazam!,,movie,N/A,"Henry Gayden (screenplay by), Henry Gayden (story by), Darren Lemke (story by), Bill Parker (Shazam created by), C.C. Beck (Shazam created by)",2019
221,"Sally Hawkins, Michael Shannon, Richard Jenkins, Octavia Spencer",Won 4 Oscars. Another 134 wins & 350 nominations.,N/A,"USA, Canada",Guillermo del Toro,N/A,"Adventure, Drama, Fantasy, Romance, Sci-Fi, Thriller",tt5580390,7.3,"362,548","English, American Sign Language, Russian, French",87,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",https://m.media-amazon.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"Double Dare You, TSG Entertainment",R,"[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '87/100'}]",22 Dec 2017,True,123 min,The Shape of Water,,movie,N/A,"Guillermo del Toro (screenplay by), Vanessa Taylor (screenplay by), Guillermo del Toro (story by)",2017
222,"Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Steven Perry",1 nomination.,N/A,USA,Michael Lembeck,N/A,"Comedy, Drama, Family, Music, Musical, Romance",tt1629440,4.7,"5,818",English,N/A,Sharpay Evans travels to New York where she is pursuing a Broadway career but it's her dog who lands an acting gig first.,https://m.media-amazon.com/images/M/MV5BNGJlYzM4NTMtNDViNS00ZjAxLTlmYzgtNmQwN2RjMjE2MzA4XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,"Disney Channel, Walt Disney Pictures",G,"[{'source': 'Internet Movie Database', 'value': '4.7/10'}, {'source': 'Rotten Tomatoes', 'value': '60%'}]",19 Apr 2011,True,90 min,Sharpay's Fabulous Adventure,,movie,N/A,"Robert Horn, Peter Barsocchini (based on characters created for ""High School Musical"" by)",2011
223,"Clive Owen, Paul Giamatti, Monica Bellucci, Stephen McHattie",3 nominations.,N/A,USA,Michael Davis,N/A,"Action, Thriller",tt0465602,6.7,"143,456","English, Italian",49,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",https://m.media-amazon.com/images/M/MV5BMjEwMDA1MDUwNl5BMl5BanBnXkFtZTcwMDQzMzM1MQ@@._V1_SX300.jpg,New Line Cinema,R,"[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '67%'}, {'source': 'Metacritic', 'value': '49/100'}]",07 Sep 2007,True,86 min,Shoot 'Em Up,,movie,N/A,Michael Davis,2007
224,"Tim Blaney, Fisher Stevens, Michael McKean, Cynthia Gibb",2 nominations.,N/A,USA,Kenneth Johnson,N/A,"Comedy, Drama, Family, Sci-Fi",tt0096101,5.8,"23,558",English,N/A,Robot Johnny Five comes to the city and gets manipulated by criminals who want him for their own purposes.,https://m.media-amazon.com/images/M/MV5BYjI3OTg5YmYtMWJkOC00OTI0LWI1MTAtMzU3OGYzMWJhYTBmXkEyXkFqcGdeQXVyNzEyNjE5NzM@._V1_SX300.jpg,TriStar Pictures,PG,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}, {'source': 'Rotten Tomatoes', 'value': '38%'}]",06 Jul 1988,True,110 min,Short Circuit 2,,movie,N/A,"Brent Maddock, S.S. Wilson",1988
225,"Elliott Gould, Christopher Plummer, Susannah York, Céline Lomez",3 wins & 3 nominations.,N/A,Canada,Daryl Duke,N/A,"Crime, Drama, Thriller",tt0078269,7.5,"4,695",English,74,"A timid bank teller anticipates a bank robbery and steals the money himself before the crook arrives. When the sadistic crook realizes he's been fooled, he tracks down the teller and engages him in a cat-and-mouse chase for the cash.",https://m.media-amazon.com/images/M/MV5BYjQ5MTZlM2ItMjI5Ni00NzlkLTkxNjktZWMyNjE0OGEzZWEwXkEyXkFqcGdeQXVyMjc1NjE1MzM@._V1_SX300.jpg,Carolco Entertainment,R,"[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '71%'}, {'source': 'Metacritic', 'value': '74/100'}]",16 Mar 1979,True,106 min,The Silent Partner,,movie,N/A,"Curtis Hanson (screenplay), Anders Bodelsen (novel)",1978
226,"Gene Wilder, Jill Clayburgh, Richard Pryor, Patrick McGoohan",Nominated for 1 Oscar. Another 3 nominations.,N/A,USA,Arthur Hiller,N/A,"Action, Comedy, Crime, Romance, Thriller",tt0075223,6.9,"17,557",English,41,"On a long-distance train trip, a man finds romance but also finds himself in danger of being killed, or at least pushed off the train.",https://m.media-amazon.com/images/M/MV5BZjlmOWEyNDAtNGY1Yi00MDZiLTlkMDYtMWZkY2UwZTJjZjhiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,20th Century Fox,PG,"[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '81%'}, {'source': 'Metacritic', 'value': '41/100'}]",03 Dec 1976,True,114 min,Silver Streak,,movie,N/A,Colin Higgins,1976
227,"Joshua Jackson, Paul Walker, Hill Harper, Leslie Bibb",1 nomination.,N/A,"USA, Canada",Rob Cohen,N/A,"Action, Crime, Drama, Thriller",tt0192614,5.6,"30,422",English,24,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.",https://m.media-amazon.com/images/M/MV5BODA2OTQ0NzctZTYwNi00N2E2LWJhN2UtOTc4N2UzYWRiOWVjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Original Film, Universal Pictures, Newmarket Capital Group, Cranium Films, Overbrook Entertainment",PG-13,"[{'source': 'Internet Movie Database', 'value': '5.6/10'}, {'source': 'Rotten Tomatoes', 'value': '9%'}, {'source': 'Metacritic', 'value': '24/100'}]",31 Mar 2000,True,106 min,The Skulls,,movie,N/A,John Pogue,2000
228,"Robin Dunne, Nathan West, Ashley Tesoro, Lindy Booth",1 win & 6 nominations.,N/A,USA,Joe Chappelle,N/A,Thriller,tt0278723,4.6,"2,874",English,N/A,"After a college student is tapped to join the elite secret Skulls fraternity, he witnesses a girl's death and his life starts falling apart.",https://m.media-amazon.com/images/M/MV5BZDUxNDUzYTItOTNlNy00M2U1LWFmMGYtNTE1NTdmMWM3M2NlXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_SX300.jpg,Newmarket Capital Group,R,"[{'source': 'Internet Movie Database', 'value': '4.6/10'}, {'source': 'Rotten Tomatoes', 'value': '24%'}]",09 Apr 2002,True,99 min,The Skulls II,,movie,N/A,"John Pogue (film The Skulls), Hans Rodionoff, Michele Colucci-Zieger",2002
229,"Clare Kramer, Bryce Johnson, Barry Bostwick, Steve Braun",4 nominations.,N/A,Canada,J. Miles Dale,N/A,Thriller,tt0352851,4.7,"1,778",English,N/A,"A young college co-ed tries joining the elite, all-male, secret society, the Skulls, and in so doing, she uncovers some unscrupulous methods used by some of the members to get what they want.",https://m.media-amazon.com/images/M/MV5BNjk3NTQ1NTEtNTNjMy00OWE4LWE3YzEtZDE4OWI1OGIyNWM2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Newmarket Capital Group,PG-13,"[{'source': 'Internet Movie Database', 'value': '4.7/10'}, {'source': 'Rotten Tomatoes', 'value': '29%'}]",23 Mar 2004,True,102 min,The Skulls III,,movie,N/A,"John Pogue (film The Skulls), Joe Johnson",2004
230,"Michael McManus, Arsinée Khanjian, Gabrielle Rose, Tony Nardi",1 win & 7 nominations.,N/A,Canada,Atom Egoyan,N/A,"Drama, Romance",tt0098368,6.7,"1,201",English,N/A,"A struggling actor's job as a hotel custodian is a front for his real job: being rented out as a gigolo by his supervisor. A co-worker is obsessed with him, but he ignores and avoids her. ...",https://m.media-amazon.com/images/M/MV5BMTIzNTU1ODk2Ml5BMl5BanBnXkFtZTcwNTg0NTUxMQ@@._V1_SX300.jpg,N/A,Not Rated,"[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}]",27 Jul 1990,True,93 min,Speaking Parts,,movie,N/A,Atom Egoyan,1989
231,"Ralph Fiennes, Miranda Richardson, Gabriel Byrne, Lynn Redgrave",13 wins & 25 nominations.,N/A,"Canada, UK, France",David Cronenberg,N/A,"Drama, Mystery, Thriller",tt0278731,6.8,"35,366",English,83,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",https://m.media-amazon.com/images/M/MV5BMmY4OGRmNWMtNmIyNS00YWQ5LWJmMGUtMDI3MWRlMmQ0ZDQzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"Artists Independent Network, CBL",R,"[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '85%'}, {'source': 'Metacritic', 'value': '83/100'}]",13 Nov 2002,True,98 min,Spider,,movie,N/A,"Patrick McGrath (novel), Patrick McGrath",2002
232,"Adrien Brody, Sarah Polley, Delphine Chanéac, Brandon McGibbon",4 wins & 23 nominations.,N/A,"Canada, France, USA, Germany",Vincenzo Natali,N/A,"Drama, Horror, Sci-Fi",tt1017460,5.7,"93,019","English, French",66,Genetic engineers Clive Nicoli and Elsa Kast hope to achieve fame by successfully splicing together the DNA of different animals to create new hybrid animals for medical use.,https://m.media-amazon.com/images/M/MV5BMjEwODQ0MjI2OV5BMl5BanBnXkFtZTcwMTA4MjQ0Mw@@._V1_SX300.jpg,Gaumont,R,"[{'source': 'Internet Movie Database', 'value': '5.7/10'}, {'source': 'Rotten Tomatoes', 'value': '75%'}, {'source': 'Metacritic', 'value': '66/100'}]",04 Jun 2010,True,104 min,Splice,,movie,N/A,"Vincenzo Natali (screenplay), Antoinette Terry Bryant (screenplay), Doug Taylor (screenplay), Vincenzo Natali (story), Antoinette Terry Bryant (story)",2009
233,"Dave Thomas, Rick Moranis, Max von Sydow, Paul Dooley",1 win.,N/A,"Canada, USA","Rick Moranis, Dave Thomas",N/A,"Comedy, Crime, Sci-Fi",tt0086373,6.7,"15,517",English,50,"Canada's most famous hosers, Bob and Doug McKenzie, get jobs at the Elsinore Brewery, only to learn that something is rotten with the state of it.",https://m.media-amazon.com/images/M/MV5BNGNmNmE1ZWQtNWYxNi00YjdjLWE2MTMtZjdiYzdmNjc2YzdjL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Metro Goldwyn Mayer,PG,"[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '75%'}, {'source': 'Metacritic', 'value': '50/100'}]",26 Aug 1983,True,90 min,Strange Brew,,movie,N/A,"Rick Moranis, Dave Thomas, Steve De Jarnatt",1983
234,"Shannen Doherty, Joseph Griffin, Tamara Gorski, Aidan Devine",N/A,N/A,"USA, Canada",Gail Harvey,N/A,Thriller,tt0192638,5.6,478,English,N/A,"When a beautiful paparazzo for a tabloid magazine finds herself pursued by a ruthless stalker, she is determined to emerge from this deadly game alive, and independently wealthy.",https://m.media-amazon.com/images/M/MV5BNjQ1MGQxZjItMTJlOS00MWU4LWJiYmUtZDNlNmU5YmIxMjBjXkEyXkFqcGdeQXVyNDg3OTc4NTA@._V1_SX300.jpg,American Internat&#39;l Pics,R,"[{'source': 'Internet Movie Database', 'value': '5.6/10'}, {'source': 'Rotten Tomatoes', 'value': '62%'}]",04 Sep 2009,True,93 min,Striking Poses,,movie,N/A,Michael Stokes,1999
235,"Tom Arnold, Jessica Lundy, Bug Hall, Alex McKenna",3 wins & 5 nominations.,N/A,"UK, USA",John Landis,N/A,"Adventure, Comedy",tt0117768,4.3,"6,409","English, French",N/A,"An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their ""stolen"" garbage.",https://m.media-amazon.com/images/M/MV5BNThjNWEwNGEtN2I5My00MTlmLWI2NjQtYTkxMTUwYTI3MDUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG,"[{'source': 'Internet Movie Database', 'value': '4.3/10'}, {'source': 'Rotten Tomatoes', 'value': '20%'}]",30 Aug 1996,True,94 min,The Stupids,,movie,N/A,"James Marshall (characters), Harry Allard (characters), Brent Forrester",1996
236,"Will Smith, Jaime FitzSimons, Ike Barinholtz, Margot Robbie",Won 1 Oscar. Another 16 wins & 39 nominations.,N/A,USA,David Ayer,N/A,"Action, Adventure, Fantasy, Sci-Fi",tt1386697,6.0,"590,766","English, Japanese, Spanish",40,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,https://m.media-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_SX300.jpg,"Atlas Entertainment, DC Entertainment, Warner Bros. Pictures",PG-13,"[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '26%'}, {'source': 'Metacritic', 'value': '40/100'}]",05 Aug 2016,True,123 min,Suicide Squad,,movie,N/A,David Ayer,2016
237,"Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams",2 nominations.,N/A,USA,Bruce McCulloch,N/A,"Comedy, Romance",tt0167427,5.2,"17,849",English,42,"A nerdy Catholic schoolgirl, Mary Katherine Gallagher, dreams of superstardom.",https://m.media-amazon.com/images/M/MV5BN2Q2YjFlMzYtYjVlMC00MmZmLTg5MzQtZjUyYmY2N2U5MjIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,SNL Studios,PG-13,"[{'source': 'Internet Movie Database', 'value': '5.2/10'}, {'source': 'Rotten Tomatoes', 'value': '32%'}, {'source': 'Metacritic', 'value': '42/100'}]",08 Oct 1999,True,81 min,Superstar,,movie,N/A,"Molly Shannon (character), Steve Koren",1999
238,"Ian Holm, Caerthan Banks, Sarah Polley, Tom McCamus",Nominated for 2 Oscars. Another 33 wins & 54 nominations.,N/A,Canada,Atom Egoyan,N/A,Drama,tt0120255,7.5,"31,780",English,91,"A bus crash in a small town brings a lawyer to the town to defend the families, but he discovers that everything is not what it seems.",https://m.media-amazon.com/images/M/MV5BZTYxYzhlMTItOWQwNC00ZjFmLWFiYzMtNzQ2M2NjN2E3YmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Téléfilm Canada,R,"[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '98%'}, {'source': 'Metacritic', 'value': '91/100'}]",21 Nov 1997,True,112 min,The Sweet Hereafter,,movie,N/A,"Russell Banks (novel), Atom Egoyan (screenplay)",1997
239,"Antonio Banderas, Rob Brown, Yaya DaCosta, Alfre Woodard",1 win & 6 nominations.,N/A,USA,Liz Friedlander,N/A,"Drama, Music",tt0446046,6.6,"24,623",English,55,The real story of a dance teacher who believed in the talent of a group of problem kids.,https://m.media-amazon.com/images/M/MV5BMjAwODMxMjk2OF5BMl5BanBnXkFtZTYwNDEwMTY2._V1_SX300.jpg,Tiara Blue Films,PG-13,"[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '44%'}, {'source': 'Metacritic', 'value': '55/100'}]",07 Apr 2006,True,118 min,Take the Lead,,movie,N/A,Dianne Houston,2006
